"features"	"1_Henry_IV"	"2_Henry_IV"	"2_Henry_VI"	"3_Henry_VI"	"A_Midsummer_Night's_Dream"	"All's_Well_That_Ends_Well"	"Antony_and_Cleopatra"	"As_You_Like_It"	"Coriolanus"	"Cymbeline"	"Hamlet"	"Henry_V"	"Julius_Caesar"	"King_John"	"King_Lear"	"Love's_Labours_Lost"	"Much_Ado_About_Nothing"	"Othello"	"Richard_II"	"Richard_III"	"Romeo_and_Juliet"	"The_Comedy_of_Errors"	"The_Merchant_of_Venice"	"The_Merry_Wives_of_Windsor"	"The_Taming_of_the_Shrew"	"The_Tempest"	"The_Two_Gentlemen_of_Verona"	"The_Winter's_Tale"	"Troilus_and_Cressida"	"Twelfth_Night"
"f o r e"	0.104305876984256	0.198753274911916	0.188385862089588	0.223791212254933	0.181193972916269	0.177428332869468	0.145795695857501	0.274756725815684	0.239568776202835	0.116609783845279	0.126868553146892	0.213405217195968	0.134655404578284	0.214784320744586	0.114867082376108	0.171508200235824	0.171410348401499	0.15474239941744	0.120768895300077	0.140526192520884	0.188514104894634	0.193378259595664	0.222540736270368	0.0701945950161837	0.19340069466372	0.132745460579339	0.137239127348445	0.148260307245828	0.11905107581521	0.163560452804201
"g i v e"	0.166237491443659	0.147559249555817	0.14951258895999	0.122927567294963	0.119206561129125	0.177428332869468	0.215524072137175	0.160274756725816	0.165416535949576	0.116609783845279	0.217882949969662	0.160053912896976	0.175460072632309	0.153928763200286	0.183787331801772	0.135777325186694	0.147492625368732	0.175981552278658	0.13418766144453	0.137923855622349	0.181781458291254	0.123058892469968	0.226312613156307	0.218383184494794	0.106567729712662	0.180154553643389	0.132506743646775	0.15141478186808	0.16260634745492	0.219515344553007
"u p o n"	0.202092636656997	0.204776101424398	0.146522337180791	0.0977116560549707	0.138279610909784	0.177428332869468	0.193337770593642	0.167906887998474	0.176824572911616	0.162116040955631	0.140658613271554	0.185325583354393	0.191781939853919	0.225523536781815	0.157531998687233	0.0893271876228249	0.155465199712987	0.1577765641119	0.174443959877889	0.174356572201837	0.138019255369286	0.16407852329329	0.192365721182861	0.113091291970518	0.0986738238080202	0.184895462949794	0.160901045856798	0.1892684773351	0.145184238799036	0.154952007919769
"a n c e"	0.107565435640014	0.198753274911916	0.242210394115184	0.192271323204942	0.109670036238795	0.17047035903145	0.0792367912269025	0.0954016409082236	0.128340415822947	0.150739476678043	0.201334877820067	0.412770617471148	0.106092136940466	0.343654913191337	0.183787331801772	0.160788937721085	0.147492625368732	0.115298258389465	0.117414203763964	0.124912171129674	0.0976233757490069	0.0878992089071198	0.143331321665661	0.14818858947861	0.149984212188191	0.109040914047314	0.17983058066348	0.13248793413457	0.15970266267894	0.163560452804201
"s h o u"	0.120603670263046	0.153582076068299	0.176424854972789	0.170207400869949	0.166889185580774	0.125243529084331	0.231371430382555	0.148826559816829	0.165416535949576	0.213310580204778	0.168238733520878	0.134782242439559	0.199942873464724	0.15034902452121	0.160813915326551	0.10719262514739	0.20728693295065	0.151708234722981	0.12412358683619	0.12230983423114	0.164949841782805	0.146498681511866	0.214996982498491	0.155987988924853	0.153931165140512	0.156450007111364	0.194027731768492	0.192422951957352	0.16260634745492	0.116214005939827
"h o u l"	0.120603670263046	0.150570662812058	0.179415106751989	0.16705541196495	0.166889185580774	0.125243529084331	0.228201958733479	0.148826559816829	0.159712517468557	0.213310580204778	0.159964697446081	0.129166315671244	0.179540539437712	0.146769285842134	0.160813915326551	0.10719262514739	0.20728693295065	0.151708234722981	0.12412358683619	0.12230983423114	0.164949841782805	0.146498681511866	0.211225105612553	0.152088289201731	0.153931165140512	0.156450007111364	0.194027731768492	0.1892684773351	0.16260634745492	0.116214005939827
"n e s s"	0.123863228918804	0.153582076068299	0.164463847855989	0.0851037004349745	0.109670036238795	0.240050097411634	0.221863015435327	0.167906887998474	0.136896443544477	0.238907849829352	0.165480721495946	0.182517619970236	0.110172603745869	0.136030069804904	0.246143747948802	0.0786079251080859	0.143506338196604	0.185084046362037	0.13418766144453	0.145730866317954	0.0875244058439373	0.169938470553765	0.113156306578153	0.0740942947393051	0.142090306283549	0.208600009481819	0.0851829066300696	0.287057190624901	0.148087923575017	0.18508156501528
"e a r t"	0.136901463541836	0.117445116993405	0.188385862089588	0.192271323204942	0.166889185580774	0.093932646813248	0.215524072137175	0.160274756725816	0.156860508228047	0.113765642775882	0.162722709471013	0.126358352287086	0.187701473048517	0.132450331125828	0.193633081719724	0.171508200235824	0.163437774057243	0.127434917167304	0.285148780569627	0.182163582897442	0.208712044704773	0.111338997949018	0.128243814121907	0.163787388371095	0.0631512472371329	0.142227279192149	0.141971511050116	0.148260307245828	0.15970266267894	0.142039340593122
"t a k e"	0.13038234623032	0.123467943505887	0.134561330063991	0.144991489629957	0.152584398245279	0.187865293626496	0.193337770593642	0.167906887998474	0.136896443544477	0.187713310580205	0.124110541121959	0.151630022744503	0.142816338189089	0.10023268301414	0.239579914670167	0.114338800157216	0.147492625368732	0.124400752472844	0.140897044516757	0.135321518723814	0.158217195179425	0.140638734251392	0.199909474954737	0.140389190032367	0.236817177139248	0.161190916417769	0.198760115470162	0.205040850446358	0.127762130143152	0.219515344553007
"r i n g"	0.156458815476384	0.150570662812058	0.143532085401591	0.113471600579966	0.200267022696929	0.260924018925689	0.161643054102881	0.141194428544171	0.139748452784987	0.210466439135381	0.132384577196757	0.134782242439559	0.118333537356674	0.128870592446751	0.141122415490647	0.121484975167042	0.103643466475325	0.112264093695006	0.171089268341776	0.12230983423114	0.181781458291254	0.205098154116613	0.282890766445383	0.113091291970518	0.14603725923587	0.218081828094629	0.194027731768492	0.186114002712848	0.148087923575017	0.142039340593122
"e a v e"	0.182535284722449	0.195741861655675	0.15250284073919	0.208031267729938	0.10490177379363	0.177428332869468	0.117270451015816	0.10684983781721	0.094116304936828	0.17349260523322	0.239947046169121	0.0589672310673069	0.118333537356674	0.243422230177197	0.0984574991795208	0.135777325186694	0.0837120306146855	0.276108987195825	0.261665939816834	0.140526192520884	0.161583518481115	0.0820392616466452	0.16973445986723	0.171586787817338	0.130249447426587	0.109040914047314	0.160901045856798	0.123024510267815	0.130665814919132	0.116214005939827
"e f o r"	0.120603670263046	0.171650555605746	0.197356617427187	0.19857530101494	0.166889185580774	0.156554411355413	0.12994833761212	0.183171150543789	0.216752702278755	0.0995449374288965	0.1020464449225	0.196557436891023	0.130574937772881	0.186146411311974	0.108303249097473	0.160788937721085	0.18735549709001	0.136537411250683	0.127478278372304	0.135321518723814	0.181781458291254	0.210958101377088	0.207453228726614	0.0662948952930624	0.19734764761604	0.118522732660124	0.160901045856798	0.135642408756822	0.0958215976073638	0.163560452804201
"n d e r"	0.11408455295153	0.0903423976872346	0.119610071167992	0.119775578389964	0.405302307839023	0.198302254383524	0.0760673195778264	0.186987216180118	0.102672332658358	0.190557451649602	0.137900601246621	0.168477803049448	0.150977271799894	0.136030069804904	0.131276665572694	0.185800550255476	0.211273220122778	0.100127434917167	0.127478278372304	0.130116844926744	0.0976233757490069	0.158218576032816	0.135787567893784	0.261279881449128	0.134196400378907	0.184895462949794	0.165633429558469	0.145105832623577	0.168413717006882	0.137735118150906
"t i m e"	0.280322044395189	0.147559249555817	0.15549309251839	0.119775578389964	0.119206561129125	0.146117450598386	0.155304110804729	0.190803281816447	0.128340415822947	0.159271899886234	0.170996745545811	0.0870468649088816	0.146896804994491	0.107392160372293	0.118148999015425	0.114338800157216	0.119588615163836	0.136537411250683	0.177798651414002	0.166549561506233	0.185147781592944	0.222677995898037	0.154646952323476	0.136489490309246	0.130249447426587	0.151709097804959	0.160901045856798	0.141951358001325	0.0871105432794216	0.150647785477553
"m u s t"	0.107565435640014	0.138525009787093	0.0717660427007954	0.13238353400996	0.233644859813084	0.17047035903145	0.171151469050109	0.160274756725816	0.191084619114166	0.17349260523322	0.162722709471013	0.143206132592031	0.146896804994491	0.15034902452121	0.150968165408599	0.103619537642477	0.147492625368732	0.172947387584198	0.171089268341776	0.0910817914487209	0.138019255369286	0.0820392616466452	0.132015691007845	0.132589790586125	0.142090306283549	0.118522732660124	0.132506743646775	0.157723731112583	0.153895293126978	0.124822450824259
"g a i n"	0.143420580853352	0.138525009787093	0.131571078284792	0.138687511819958	0.0953652489032996	0.173949345950459	0.136287280910272	0.137378362907842	0.202492656076206	0.142207053469852	0.162722709471013	0.0982787184455115	0.118333537356674	0.239842491498121	0.164095831965868	0.121484975167042	0.107629753647453	0.182049881667577	0.214700258311248	0.135321518723814	0.131286608765906	0.210958101377088	0.113156306578153	0.124790391139882	0.082886011998737	0.151709097804959	0.113577208840093	0.13248793413457	0.113243706263248	0.124822450824259
"e a t h"	0.143420580853352	0.111422290480923	0.242210394115184	0.195423312109941	0.11443829868396	0.104369607570276	0.158473582453805	0.0877695096355657	0.0969683141773379	0.110921501706485	0.154448673396216	0.0758150113722517	0.171379605826907	0.254161446214426	0.12471283229406	0.0821810126129989	0.099657179303197	0.0819224467504096	0.258311248280721	0.23421032086814	0.3332660068673	0.111338997949018	0.0905250452625226	0.0467963966774558	0.0749921060940954	0.0995590954345043	0.0615209881217169	0.13248793413457	0.0987252823833445	0.0946928937287479
"v e r y"	0.0977867596727403	0.210798927936881	0.0598050355839962	0.059887789194982	0.157352660690444	0.198302254383524	0.110931507717663	0.232780003816066	0.108376351139378	0.105233219567691	0.198576865795135	0.126358352287086	0.171379605826907	0.0608555575442993	0.118148999015425	0.139350412691607	0.215259507294906	0.197220705139875	0.0670938307222651	0.0728654331589768	0.127920285464216	0.105479050688544	0.16973445986723	0.128690090863004	0.134196400378907	0.165931825724174	0.104112441436752	0.154569256490332	0.133569499695113	0.245340679206301
"l l o w"	0.104305876984256	0.292107085855392	0.134561330063991	0.107167622769968	0.205035285142094	0.0765377122182021	0.158473582453805	0.0915855752718947	0.151156489747027	0.113765642775882	0.159964697446081	0.154437986128661	0.138735871383686	0.0608555575442993	0.252707581227437	0.103619537642477	0.107629753647453	0.100127434917167	0.0637391391861518	0.10669581283993	0.0976233757490069	0.0585994726047466	0.113156306578153	0.245681082556643	0.0789390590464162	0.180154553643389	0.113577208840093	0.164032680357087	0.0871105432794216	0.215211122110791
"o u n d"	0.176016167410933	0.153582076068299	0.122600322947192	0.0977116560549707	0.181193972916269	0.107848594489285	0.110931507717663	0.141194428544171	0.168268545190086	0.150739476678043	0.129626565171824	0.115126498750456	0.150977271799894	0.178986933953821	0.127994748933377	0.114338800157216	0.0757394562704297	0.124400752472844	0.171089268341776	0.0910817914487209	0.198613074799704	0.17579841781424	0.173506336753168	0.097492493078033	0.153931165140512	0.161190916417769	0.0899152903317401	0.119870035645563	0.116147391039229	0.0989971161709637
"a g a i"	0.136901463541836	0.123467943505887	0.128580826505592	0.126079556199962	0.0953652489032996	0.163512385193432	0.133117809261196	0.125930165998855	0.196788637595186	0.127986348122867	0.157206685421148	0.0898548282930391	0.114253070551271	0.218364059423662	0.160813915326551	0.103619537642477	0.107629753647453	0.169913222889738	0.207990875239022	0.11710516043407	0.127920285464216	0.187518312335189	0.0829812914906457	0.120890691416761	0.0710451531417746	0.151709097804959	0.104112441436752	0.119870035645563	0.101628967159325	0.124822450824259
"h i n k"	0.120603670263046	0.108410877224682	0.0986783087135937	0.122927567294963	0.147816135800114	0.17047035903145	0.11410097936674	0.114481969089868	0.139748452784987	0.133674630261661	0.154448673396216	0.101086681829669	0.130574937772881	0.110971899051369	0.108303249097473	0.0535963125736949	0.243163517499801	0.242733175556769	0.0771579053306048	0.124912171129674	0.0976233757490069	0.16407852329329	0.128243814121907	0.167687088094217	0.106567729712662	0.0900772768216944	0.231886801381856	0.167187154979338	0.110340021487267	0.180777342573064
"s u c h"	0.208611753968513	0.123467943505887	0.113629567609593	0.104015633864969	0.11443829868396	0.12872251600334	0.11410097936674	0.133562297271513	0.0998203234178479	0.170648464163823	0.143416625296486	0.103894645213826	0.150977271799894	0.114551637730446	0.134558582212012	0.125058062671955	0.147492625368732	0.200254869834335	0.0637391391861518	0.0754677700575117	0.154850871877735	0.111338997949018	0.162190706095353	0.124790391139882	0.169718976949795	0.137486369885744	0.189295348066821	0.119870035645563	0.142280554023055	0.146343563035338
"s p e a"	0.117344111607288	0.141536423043334	0.0867173015967944	0.151295467439955	0.138279610909784	0.156554411355413	0.145795695857501	0.129746231635184	0.182528591392636	0.113765642775882	0.18202879364554	0.0842389015247241	0.195862406659322	0.118131376409522	0.177223498523138	0.0821810126129989	0.175396635573627	0.185084046362037	0.14425173605287	0.0832747807531163	0.124553962162526	0.123058892469968	0.113156306578153	0.144288889755489	0.0670982001894537	0.118522732660124	0.0899152903317401	0.129333459512318	0.139376869247075	0.137735118150906
"p e a k"	0.110824994295772	0.141536423043334	0.0807367980383948	0.151295467439955	0.138279610909784	0.156554411355413	0.145795695857501	0.125930165998855	0.182528591392636	0.113765642775882	0.184786805670473	0.0842389015247241	0.195862406659322	0.118131376409522	0.17394158188382	0.0821810126129989	0.175396635573627	0.185084046362037	0.130832969908417	0.0806724438545814	0.124553962162526	0.123058892469968	0.113156306578153	0.14818858947861	0.0670982001894537	0.118522732660124	0.0899152903317401	0.129333459512318	0.139376869247075	0.137735118150906
"a s t e"	0.117344111607288	0.216821754449363	0.137551581843191	0.0945596671499716	0.143047873354949	0.100890620651266	0.110931507717663	0.114481969089868	0.0655962125317286	0.156427758816837	0.0551602404986486	0.0730070479880942	0.102011670135063	0.0572758188652228	0.160813915326551	0.110765712652303	0.151478912540859	0.0940591055282481	0.107350129155624	0.0598537486663023	0.0807917592405575	0.322297099326106	0.192365721182861	0.401669071481496	0.268392800757815	0.156450007111364	0.227154417680186	0.0820163401785433	0.0783994889514794	0.116214005939827
"t h e s"	0.123863228918804	0.138525009787093	0.203337120985587	0.122927567294963	0.200267022696929	0.0904536598942388	0.0792367912269025	0.122114100362526	0.105524341898868	0.12514220705347	0.126868553146892	0.0898548282930391	0.167299139021504	0.20046536602828	0.12471283229406	0.167935112730911	0.0956708921310691	0.100127434917167	0.120768895300077	0.12230983423114	0.151484548576045	0.17579841781424	0.124471937235969	0.120890691416761	0.142090306283549	0.175413644336984	0.0851829066300696	0.17034162960159	0.0900142280554023	0.116214005939827
"w o r d"	0.127122787574562	0.150570662812058	0.185395610310388	0.160751434154952	0.100133511348465	0.0974116337322572	0.152134639155653	0.110665903453539	0.156860508228047	0.116609783845279	0.132384577196757	0.120742425518771	0.199942873464724	0.110971899051369	0.118148999015425	0.189373637760389	0.119588615163836	0.0879907761393288	0.14425173605287	0.0832747807531163	0.154850871877735	0.134778786990917	0.0829812914906457	0.140389190032367	0.102620776760341	0.0805954582088845	0.137239127348445	0.0567805432005299	0.174221086558843	0.129126673266474
"h o u g"	0.0586720558036442	0.108410877224682	0.131571078284792	0.110319611674967	0.119206561129125	0.156554411355413	0.152134639155653	0.125930165998855	0.128340415822947	0.156427758816837	0.148932649346351	0.148822059360346	0.0693679356918431	0.0894934669769107	0.144404332129964	0.0929002751277379	0.123574902335964	0.185084046362037	0.157670502197323	0.10669581283993	0.0774254359388676	0.111338997949018	0.0980687990343995	0.097492493078033	0.122355541521945	0.137486369885744	0.108844825138422	0.217658748935365	0.127762130143152	0.193690009899712
"m o s t"	0.0521529384921282	0.144547836299575	0.0508342802463967	0.0189119334299943	0.10490177379363	0.160033398274422	0.20284618554087	0.164090822362145	0.176824572911616	0.156427758816837	0.231673010094324	0.134782242439559	0.150977271799894	0.0715947735815285	0.150968165408599	0.192946725265302	0.123574902335964	0.203289034528794	0.0536750645778121	0.10149113904286	0.0673264660337979	0.0996191034280692	0.0980687990343995	0.0428966969543345	0.0394695295232081	0.232304556013843	0.0567886044200464	0.186114002712848	0.116147391039229	0.159256230361985
"t e l l"	0.176016167410933	0.108410877224682	0.0747562944799952	0.13238353400996	0.0858287240129697	0.0869746729752296	0.110931507717663	0.118298034726197	0.111228360379888	0.0597269624573379	0.126868553146892	0.154437986128661	0.195862406659322	0.0823339896187578	0.121430915654742	0.0929002751277379	0.179382922745755	0.0819224467504096	0.0771579053306048	0.140526192520884	0.148118225274355	0.17579841781424	0.124471937235969	0.218383184494794	0.185506788759078	0.0805954582088845	0.113577208840093	0.0914797640452983	0.174221086558843	0.129126673266474
"m e n t"	0.0977867596727403	0.123467943505887	0.0867173015967944	0.110319611674967	0.0858287240129697	0.125243529084331	0.133117809261196	0.114481969089868	0.0969683141773379	0.193401592718999	0.176512769595675	0.140398169207874	0.110172603745869	0.107392160372293	0.114867082376108	0.128631150176868	0.13154747668022	0.121366587778385	0.14425173605287	0.153537877013558	0.144751901972665	0.0644594198652212	0.0980687990343995	0.0896930936317904	0.118408588569624	0.142227279192149	0.104112441436752	0.107252137156557	0.133569499695113	0.129126673266474
"h e s e"	0.11408455295153	0.12949077001837	0.203337120985587	0.122927567294963	0.185962235361434	0.0730587252991929	0.0697283762796742	0.122114100362526	0.0998203234178479	0.110921501706485	0.121352529097027	0.0842389015247241	0.159138205410699	0.189726149991051	0.118148999015425	0.157215850216172	0.0876983177868134	0.0970932702227077	0.117414203763964	0.114502823535535	0.141385578670976	0.169938470553765	0.116928183464092	0.0935927933549117	0.118408588569624	0.156450007111364	0.080450522928399	0.164032680357087	0.0871105432794216	0.107605561055395
"m i n e"	0.0619316144594022	0.10539946396844	0.134561330063991	0.119775578389964	0.12397482357429	0.163512385193432	0.177490412348262	0.133562297271513	0.0855602772152982	0.147895335608646	0.129626565171824	0.0758150113722517	0.102011670135063	0.128870592446751	0.0853298326222514	0.0893271876228249	0.159451486885115	0.0940591055282481	0.147606427588983	0.132719181825279	0.104356022352387	0.152358628772341	0.101840675920338	0.144288889755489	0.110514682664983	0.189636372256199	0.165633429558469	0.15141478186808	0.0696884346235373	0.10330133861318
"n i g h"	0.136901463541836	0.144547836299575	0.0717660427007954	0.0630397780999811	0.305168796490559	0.093932646813248	0.101423092770435	0.0496088532722763	0.0285200924050994	0.0711035267349261	0.154448673396216	0.112318535366299	0.179540539437712	0.103812421693216	0.17394158188382	0.0678886625933469	0.167424061229371	0.188118211056496	0.0704485222583783	0.0910817914487209	0.339998653470679	0.0527395253442719	0.135787567893784	0.202784385602309	0.0592042942848121	0.0711136395960745	0.0993800577350812	0.0346992208447683	0.11905107581521	0.18508156501528
"f o r t"	0.11408455295153	0.0963652241997169	0.0986783087135937	0.148143478534956	0.0810604615678047	0.149596437517395	0.247218788627936	0.160274756725816	0.119784388101417	0.105233219567691	0.107562468972365	0.0758150113722517	0.130574937772881	0.153928763200286	0.170659665244503	0.032157787544217	0.0637805947540461	0.121366587778385	0.15431581066121	0.114502823535535	0.138019255369286	0.140638734251392	0.158418829209415	0.085793393908669	0.0907799179033786	0.146968188498554	0.0757181392267285	0.123024510267815	0.072592119399518	0.13343089570869
"h a n d"	0.0912676423612243	0.102388050712199	0.119610071167992	0.160751434154952	0.100133511348465	0.093932646813248	0.126778865963044	0.122114100362526	0.0684482217722385	0.102389078498294	0.0799823487230404	0.123550388902929	0.183621006243114	0.239842491498121	0.105021332458156	0.0964733626326509	0.127561189508092	0.182049881667577	0.184508034486229	0.111900486637	0.131286608765906	0.111338997949018	0.109384429692215	0.097492493078033	0.106567729712662	0.0711136395960745	0.0425914533150348	0.13248793413457	0.107436336711287	0.146343563035338
"l o o k"	0.0945272010169823	0.114433703737164	0.0837270498175946	0.0914076782449726	0.181193972916269	0.0834956860562204	0.117270451015816	0.137378362907842	0.0741522402532584	0.102389078498294	0.132384577196757	0.126358352287086	0.159138205410699	0.121711115088599	0.11158516573679	0.100046450137564	0.119588615163836	0.130469081861763	0.127478278372304	0.156140213912093	0.148118225274355	0.117198945209493	0.105612552806276	0.109191592247397	0.138143353331228	0.0948181861280994	0.141971511050116	0.145105832623577	0.107436336711287	0.0731717815176688
"i n c e"	0.166237491443659	0.222844580961845	0.0747562944799952	0.116623589484965	0.0762921991226397	0.0800166991372112	0.0665589046305981	0.0496088532722763	0.0598921940507087	0.127986348122867	0.0744663246731756	0.140398169207874	0.0408046680540254	0.161088240558439	0.0951755825402035	0.10719262514739	0.279040102048952	0.0303416469445962	0.110704820691737	0.205584614984256	0.107722345654077	0.117198945209493	0.0942969221484611	0.0350972975080919	0.138143353331228	0.123263641966529	0.070985755525058	0.198731901201855	0.130665814919132	0.0817802264021005
"e n t l"	0.0945272010169823	0.111422290480923	0.0717660427007954	0.0977116560549707	0.147816135800114	0.100890620651266	0.0665589046305981	0.156458691089487	0.048484157088669	0.102389078498294	0.096530420872635	0.115126498750456	0.0979312033296609	0.0859137282978343	0.0623564161470299	0.0714617500982599	0.139520051024476	0.100127434917167	0.110704820691737	0.130116844926744	0.161583518481115	0.117198945209493	0.143331321665661	0.167687088094217	0.224976318282286	0.0616318209832646	0.307604940608585	0.129333459512318	0.052266325967653	0.18508156501528
"d o e s"	0.11408455295153	0.180684795374469	0.0657855391423958	0.10086364495997	0.166889185580774	0.0974116337322572	0.107762036068587	0.0915855752718947	0.0798562587342783	0.0824800910125142	0.140658613271554	0.0926627916771965	0.138735871383686	0.146769285842134	0.0984574991795208	0.157215850216172	0.103643466475325	0.100127434917167	0.107350129155624	0.0936841283472558	0.158217195179425	0.0996191034280692	0.150875075437538	0.097492493078033	0.0868329649510578	0.132745460579339	0.070985755525058	0.0946342386675499	0.11905107581521	0.159256230361985
"f a t h"	0.117344111607288	0.135513596530852	0.0807367980383948	0.289982979259913	0.0667556742323097	0.0834956860562204	0.0285252448416849	0.186987216180118	0.0256680831645895	0.113765642775882	0.19306084174527	0.0730070479880942	0.0122414004162076	0.132450331125828	0.239579914670167	0.0714617500982599	0.0637805947540461	0.0637174585836519	0.0771579053306048	0.109298149738465	0.0976233757490069	0.0234397890418986	0.143331321665661	0.0701945950161837	0.276286706662457	0.118522732660124	0.123041976243434	0.179805053468345	0.0493626411916722	0.0473464468643739
